1,13
1,14
2,12
2,13
2,15
3,8
3,11
3,12
4,13
6,16
7,15
8,15
9,1
10,13
11,13
11,14
12,10
13,10
14,10
15,10
16,9
16,16
17,9
18,9
19,14
20,11
21,11
22,11
23,8
24,8
25,8
26,4
26,8
26,9
27,8
28,15
29,7
30,6
30,15
31,12
32,12
33,9
33,16
34,10
35,8
36,9
36,16
37,13
38,9
39,4
40,3
41,5
42,6
43,2


